Key	Latitude	Longitude	Population	TZ
Chesapeake Ranch Estates, MD	38.346240	-76.417730	10519	America/New_York
Sussex, WI	43.133900	-88.222040	10518	America/Chicago
Sylvan Lake, AB	52.316810	-114.085300	10518	America/Edmonton
The Pinery, CO	39.455270	-104.734420	10517	America/Denver
Galion, OH	40.733670	-82.789900	10512	America/New_York
El Tejar, Veracruz-Llave	19.074330	-96.160970	10511	America/Mexico_City
Robinson, TX	31.467670	-97.114720	10509	America/Chicago
Sauk Village, IL	41.488370	-87.567540	10506	America/Chicago
Lawrenceburg, KY	38.037300	-84.896620	10505	America/New_York
Redwood Shores, CA	37.531880	-122.248020	10500	America/Los_Angeles
Parsons, KS	37.340340	-95.261080	10500	America/Chicago
Dent, OH	39.185890	-84.651340	10497	America/New_York
Maltrata, Veracruz-Llave	18.810340	-97.276680	10496	America/Mexico_City
Spearfish, SD	44.490820	-103.859370	10494	America/Denver
Miami Shores, FL	25.863150	-80.192830	10493	America/New_York
Sebring, FL	27.495590	-81.440910	10491	America/New_York
Lincolnton, NC	35.473740	-81.254530	10486	America/New_York
Middle Island, NY	40.884270	-72.937330	10483	America/New_York
Alpena, MI	45.061680	-83.432750	10483	America/Detroit
Berwick, PA	41.054530	-76.233270	10477	America/New_York
Arizona City, AZ	32.755890	-111.670960	10475	America/Phoenix
Vidalia, GA	32.217690	-82.413460	10473	America/New_York
Boerne, TX	29.794660	-98.731970	10471	America/Chicago
Nanticoke, PA	41.205360	-76.004920	10465	America/New_York
Tlaltizapan, Morelos	18.685940	-99.119820	10465	America/Mexico_City
Burlington, WI	42.678070	-88.276200	10464	America/Chicago
Wyomissing, PA	40.329540	-75.965210	10461	America/New_York
Trancoso, Zacatecas	22.734900	-102.366380	10459	America/Mexico_City
Loganville, GA	33.839000	-83.900740	10458	America/New_York
Petal, MS	31.346560	-89.260060	10454	America/Chicago
Little Chute, WI	44.279990	-88.318440	10449	America/Chicago
Bluefield, WV	37.269840	-81.222320	10447	America/New_York
San Pedro Xalpa, Mexico	19.826380	-99.184920	10444	America/Mexico_City
Temiskaming Shores, ON	47.493760	-79.715290	10442	America/Toronto
Key Largo, FL	25.086520	-80.447280	10433	America/New_York
Lawrenceburg, TN	35.242300	-87.334740	10428	America/Chicago
Lantana, FL	26.586740	-80.051990	10423	America/New_York
Grand Haven, MI	43.063070	-86.228390	10412	America/Detroit
Calimaya de Diaz Gonzalez, Mexico	19.162190	-99.618330	10407	America/Mexico_City
San Matias Tlalancaleca, Puebla	19.323680	-98.498420	10406	America/Mexico_City
Bound Brook, NJ	40.568440	-74.538490	10402	America/New_York
San Andres Calpan, Puebla	19.103910	-98.457960	10402	America/Mexico_City
Columbia, PA	40.033710	-76.504410	10400	America/New_York
Celina, OH	40.548940	-84.570230	10400	America/New_York
Webster, TX	29.537730	-95.118260	10400	America/Chicago
Rawdon, QC	46.050070	-73.715870	10400	America/Montreal
Eunice, LA	30.494370	-92.417630	10398	America/Chicago
Chichihualco, Guerrero	17.658860	-99.677210	10391	America/Mexico_City
Placerville, CA	38.729630	-120.798550	10389	America/Los_Angeles
Groton, CT	41.350100	-72.078410	10389	America/New_York
Mount Airy, NC	36.499300	-80.607290	10388	America/New_York
Norfolk, MA	42.119540	-71.325060	10386	America/New_York
Reading, OH	39.223670	-84.442160	10385	America/New_York
Jennings, LA	30.222430	-92.657080	10383	America/Chicago
Bochil, Chiapas	16.995840	-92.893220	10383	America/Mexico_City
Newcastle, WA	47.538990	-122.155680	10380	America/Los_Angeles
Farmington, MI	42.464480	-83.376320	10372	America/Detroit
Uniontown, PA	39.900080	-79.716430	10372	America/New_York
Forest Acres, SC	34.019320	-80.989810	10361	America/New_York
Castle Pines North, CO	39.471740	-104.894820	10360	America/Denver
Cadillac, MI	44.251950	-85.401160	10355	America/Detroit
Lancaster, NY	42.900610	-78.670310	10352	America/New_York
Pella, IA	41.408050	-92.916310	10352	America/Chicago
Burley, ID	42.535740	-113.792790	10345	America/Boise
Durham, NH	43.133970	-70.926450	10345	America/New_York
Manville, NJ	40.540940	-74.587660	10344	America/New_York
Lighthouse Point, FL	26.275640	-80.087270	10344	America/New_York
Canatlan, Durango	24.525760	-104.773270	10342	America/Monterrey
Exeter, CA	36.296060	-119.142050	10334	America/Los_Angeles
Progreso Industrial, Mexico	19.636790	-99.356880	10332	America/Mexico_City
Barrington, IL	42.153910	-88.136190	10327	America/Chicago
Greencastle, IN	39.644490	-86.864730	10326	America/Indiana/Indianapolis
Bolivar, MO	37.614480	-93.410470	10325	America/Chicago
Portage, WI	43.539150	-89.462620	10324	America/Chicago
Linthicum, MD	39.205110	-76.652750	10324	America/New_York
Malvern, AR	34.362310	-92.812950	10318	America/Chicago
Silver City, NM	32.770080	-108.280330	10315	America/Denver
Labrador City, NL	52.946260	-66.911370	10313	America/Goose_Bay
Heath, OH	40.022840	-82.444600	10310	America/New_York
Arenal, Jalisco	20.775120	-103.693040	10309	America/Mexico_City
Kings Mountain, NC	35.245130	-81.341190	10296	America/New_York
Peru, IL	41.327530	-89.128970	10295	America/Chicago
Coffeyville, KS	37.037300	-95.616370	10295	America/Chicago
Anenecuilco, Morelos	18.768910	-98.988410	10295	America/Mexico_City
Hull, MA	42.302040	-70.907820	10293	America/New_York
Brownsville, TN	35.593970	-89.262290	10292	America/Chicago
Oak Grove, SC	33.980900	-81.142860	10291	America/New_York
San Jose del Castillo, Jalisco	20.514050	-103.237960	10280	America/Mexico_City
Newberry, SC	34.274580	-81.618720	10277	America/New_York
Santa Ana, Sonora	30.542650	-111.120860	10277	America/Hermosillo
West Haven, UT	41.203000	-112.051050	10272	America/Denver
Angus, ON	44.316810	-79.882950	10269	America/Toronto
Beverly Hills, MI	42.523920	-83.223260	10267	America/Detroit
Edwards, CO	39.644990	-106.594200	10266	America/Denver
White House, TN	36.470320	-86.651380	10255	America/Chicago
Watervliet, NY	42.730080	-73.701230	10254	America/New_York
Montgomery, OH	39.228110	-84.354110	10251	America/New_York
Poanas, Durango	25.771110	-103.607030	10249	America/Monterrey
Kinnelon, NJ	41.001760	-74.367100	10248	America/New_York
Batesville, AR	35.769800	-91.640970	10248	America/Chicago
Rossmoor, CA	33.785570	-118.085060	10244	America/Los_Angeles
Timberlane, LA	29.877430	-90.032020	10243	America/Chicago
Fairview Shores, FL	28.591110	-81.394240	10239	America/New_York
Morro Bay, CA	35.365810	-120.849900	10234	America/Los_Angeles
Pine Hill, NJ	39.784280	-74.992110	10233	America/New_York
Beecher, MI	43.090030	-83.694400	10232	America/Detroit
Summerfield, NC	36.208750	-79.904760	10232	America/New_York
Lexington, NE	40.780840	-99.741500	10230	America/Chicago
Tixkokob, Yucatan	21.003300	-89.394440	10228	America/Merida
River Grove, IL	41.925860	-87.835890	10227	America/Chicago
Espanola, NM	35.991130	-106.080580	10224	America/Denver
Newman, CA	37.313830	-121.020760	10224	America/Los_Angeles
Fairmount, NY	43.047290	-76.238540	10224	America/New_York
Hillsdale, NJ	41.002600	-74.040420	10219	America/New_York
Lone Tree, CO	39.551710	-104.886300	10218	America/Denver
Jalacingo, Veracruz-Llave	19.803110	-97.307110	10216	America/Mexico_City
Denham Springs, LA	30.486860	-90.956210	10215	America/Chicago
Jesup, GA	31.607440	-81.885390	10214	America/New_York
Vail, AZ	32.047860	-110.712030	10208	America/Phoenix
Union, MO	38.450050	-91.008480	10204	America/Chicago
Zacatepec, Puebla	19.265320	-97.532870	10204	America/Mexico_City
Tierra Colorada, Guerrero	17.164710	-99.527060	10202	America/Mexico_City
Gages Lake, IL	42.351690	-87.982580	10198	America/Chicago
Atmore, AL	31.023790	-87.493870	10194	America/Chicago
Raceland, LA	29.727430	-90.598980	10193	America/Chicago
Guthrie, OK	35.878940	-97.425320	10191	America/Chicago
La Ceiba, Puebla	20.766670	-97.766670	10190	America/Mexico_City
Eureka, MO	38.502550	-90.627900	10189	America/Chicago
Chelsea, AL	33.340110	-86.630260	10183	America/Chicago
Bohemia, NY	40.769260	-73.115110	10180	America/New_York
Millington, TN	35.341470	-89.897310	10176	America/Chicago
Woodbury, NJ	39.838170	-75.152680	10174	America/New_York
Platon Sanchez, Veracruz-Llave	21.272720	-98.375850	10169	America/Mexico_City
West Haverstraw, NY	41.209540	-73.985420	10165	America/New_York
Shasta Lake, CA	40.680430	-122.370840	10164	America/Los_Angeles
Wells Beach Station, ME	43.323970	-70.591440	10162	America/New_York
Forestdale, AL	33.570110	-86.896380	10162	America/Chicago
Lake Morton-Berrydale, WA	47.332510	-122.102860	10160	America/Los_Angeles
Gold Camp, AZ	33.293670	-111.304290	10159	America/Phoenix
Lanham, MD	38.967060	-76.861920	10157	America/New_York
Paris, TN	36.302000	-88.326710	10156	America/Chicago
Alfredo V. Bonfil, Quintana Roo	21.085270	-86.849450	10153	America/Cancun
Hecelchakan, Campeche	20.176510	-90.134850	10153	America/Merida
Leon Valley, TX	29.495230	-98.618630	10151	America/Chicago
Firestone, CO	40.112480	-104.936640	10147	America/Denver
Marlton, NJ	39.891220	-74.921830	10133	America/New_York
Prevost, QC	45.866780	-74.082510	10132	America/Montreal
Bonham, TX	33.577330	-96.178310	10127	America/Chicago
North Branch, MN	45.511350	-92.980220	10125	America/Chicago
Fort Knox, KY	37.891130	-85.963630	10124	America/New_York
Mercier, QC	45.316780	-73.749190	10121	America/Montreal
Bel Air, MD	39.535940	-76.348290	10120	America/New_York
Pleasant Grove, AL	33.490940	-86.970270	10110	America/Chicago
San Diego Country Estates, CA	33.006710	-116.783640	10109	America/Los_Angeles
Satellite Beach, FL	28.176120	-80.590050	10109	America/New_York
Maynard, MA	42.433430	-71.449510	10106	America/New_York
San Bartolo Cuautlalpan, Mexico	19.815100	-99.010440	10106	America/Mexico_City
Keansburg, NJ	40.441770	-74.129860	10105	America/New_York
Carroll, IA	42.065820	-94.866930	10103	America/Chicago
Goulds, FL	25.562610	-80.382280	10103	America/New_York
Manchester, TN	35.481740	-86.088600	10102	America/Chicago
Hope, AR	33.667060	-93.591570	10095	America/Chicago
Port Salerno, FL	27.144220	-80.200600	10091	America/New_York
La Canada, Queretaro	20.608110	-100.331430	10089	America/Mexico_City
San Miguel Xoxtla, Puebla	19.168150	-98.308240	10089	America/Mexico_City
Comstock Park, MI	43.038640	-85.670030	10088	America/Detroit
Camargo, Tamaulipas	26.254570	-98.843530	10085	America/Monterrey
Elkhorn, WI	42.672790	-88.544540	10084	America/Chicago
Inwood, NY	40.865660	-73.926800	10082	America/New_York
Emeryville, CA	37.831320	-122.285250	10080	America/Los_Angeles
Belmont, NC	35.242920	-81.037300	10076	America/New_York
Countryside, VA	39.040940	-77.413600	10072	America/New_York
Lindon, UT	40.343290	-111.720760	10070	America/Denver
Canyon Rim, UT	40.706610	-111.821880	10062	America/Denver
San Pablo Atlazalpan, Mexico	19.216940	-98.909180	10062	America/Mexico_City
Big Lake, MN	45.332460	-93.746080	10060	America/Chicago
Lacombe, AB	52.466810	-113.735300	10059	America/Edmonton
San Mateo Tezoquipan, Mexico	19.224920	-98.813330	10057	America/Mexico_City
North Andrews Gardens, FL	26.191470	-80.144210	10056	America/New_York
Berlin, NH	44.468670	-71.185080	10051	America/New_York
Warr Acres, OK	35.522560	-97.618930	10043	America/Chicago
Benton Harbor, MI	42.116710	-86.454190	10038	America/Detroit
New Port Richey East, FL	28.260270	-82.692610	10036	America/New_York
Plymouth, IN	41.343660	-86.309730	10033	America/Indiana/Indianapolis
Tepatepec, Hidalgo	20.245710	-99.090630	10032	America/Mexico_City
Sedona, AZ	34.869740	-111.760990	10031	America/Phoenix
Mayfield, KY	36.741720	-88.636720	10024	America/Chicago
Smyrna, DE	39.299830	-75.604650	10023	America/New_York
Harrisonville, MO	38.653340	-94.348840	10019	America/Chicago
Waggaman, LA	29.918540	-90.210910	10015	America/Chicago
Rincon de Tamayo, Guanajuato	20.424020	-100.755130	10015	America/Mexico_City
Zimatlan de Alvarez, Oaxaca	16.867870	-96.783620	10014	America/Mexico_City
Asuncion Nochixtlan, Oaxaca	17.458080	-97.223320	10012	America/Mexico_City
Strathmore, AB	51.050110	-113.385230	10009	America/Edmonton
Fort Salonga, NY	40.912600	-73.300950	10008	America/New_York
Fairview, CA	37.678540	-122.045800	10003	America/Los_Angeles
Del Aire, CA	33.916130	-118.369520	10001	America/Los_Angeles
Hanceville, BC	51.919220	-123.044580	10000	America/Vancouver
Cross Lanes, WV	38.420370	-81.790680	9995	America/New_York
Veradale, WA	47.649950	-117.207380	9991	America/Los_Angeles
San Buenaventura, Mexico	19.264090	-99.674560	9991	America/Mexico_City
Newport, OR	44.636780	-124.053450	9989	America/Los_Angeles
Great Neck, NY	40.800660	-73.728460	9989	America/New_York
South Huron, ON	43.316790	-81.516470	9982	America/Toronto
Dishman, WA	47.660070	-117.275960	9978	America/Los_Angeles
Bells Corners, ON	45.315880	-75.830120	9977	America/Toronto
Huautla de Jimenez, Puebla	18.131500	-96.840880	9972	America/Mexico_City
Santiago Tangamandapio, Michoacan	19.955720	-102.436360	9967	America/Mexico_City
Espita, Yucatan	21.009330	-88.307070	9960	America/Merida
Marysville, MI	42.912530	-82.486860	9959	America/Detroit
Girard, OH	41.153950	-80.701470	9958	America/New_York
Lambertville, MI	41.765880	-83.627990	9953	America/Detroit
Croydon, PA	40.087330	-74.903500	9950	America/New_York
Coweta, OK	35.951770	-95.650810	9943	America/Chicago
Cameron, MO	39.740280	-94.241060	9933	America/Chicago
Anderson, CA	40.448210	-122.297780	9932	America/Los_Angeles
Santiago Jamiltepec, Oaxaca	16.283740	-97.823870	9928	America/Mexico_City
L'Ile-Perrot, QC	45.383380	-73.949200	9927	America/Montreal
Northampton, PA	40.686210	-75.496850	9926	America/New_York
Timonium, MD	39.437050	-76.619690	9925	America/New_York
Burlington, NJ	40.071220	-74.864890	9920	America/New_York
Lake Monticello, VA	37.923200	-78.334730	9920	America/New_York
Highland, IL	38.739490	-89.671200	9919	America/Chicago
Lackland Air Force Base, TX	29.386630	-98.617970	9918	America/Chicago
Capitola, CA	36.975230	-121.953290	9918	America/Los_Angeles
Lake Mohawk, NJ	41.018430	-74.660160	9916	America/New_York
Cape Canaveral, FL	28.405840	-80.604770	9912	America/New_York
Sunbury, PA	40.862590	-76.794410	9905	America/New_York
London, OH	39.886450	-83.448250	9904	America/New_York
Estevan, SK	49.133370	-102.984220	9904	America/Regina
Bellmead, TX	31.594050	-97.108890	9901	America/Chicago
Bluffton, IN	40.738660	-85.171640	9897	America/Indiana/Indianapolis
Harrison, OH	39.262000	-84.819950	9897	America/New_York
Ayutla de los Libres, Guerrero	16.900000	-99.216670	9897	America/Mexico_City
Coral Hills, MD	38.870390	-76.921080	9895	America/New_York
Ocotlan, Puebla	19.135450	-98.282680	9894	America/Mexico_City
Chamblee, GA	33.892050	-84.298810	9892	America/New_York
Acanceh, Yucatan	20.812570	-89.451580	9892	America/Merida
Hinton, AB	53.400090	-117.585670	9889	America/Edmonton
Bloomingdale, TN	36.584550	-82.489320	9888	America/New_York
Troy, IL	38.729210	-89.883150	9888	America/Chicago
Johnstown, CO	40.336930	-104.912200	9887	America/Denver
Notre-Dame-de-l'Ile-Perrot, QC	45.366780	-73.932500	9885	America/Montreal
Flat Rock, MI	42.096430	-83.291870	9878	America/Detroit
Andover, FL	25.968430	-80.212830	9877	America/New_York
Cruz Grande, Guerrero	16.723520	-99.123670	9876	America/Mexico_City
Waverly, IA	42.725810	-92.475460	9874	America/Chicago
Sleepy Hollow, NY	41.085650	-73.858470	9870	America/New_York
Waynesville, NC	35.488710	-82.988750	9869	America/New_York
Wapakoneta, OH	40.567830	-84.193560	9867	America/New_York
Tuskegee, AL	32.424030	-85.691620	9865	America/Chicago
Kendallville, IN	41.441440	-85.264980	9862	America/Indiana/Indianapolis
Middleton, MA	42.595090	-71.016160	9859	America/New_York
Waxhaw, NC	34.924590	-80.743400	9859	America/New_York
Akil, Yucatan	20.264710	-89.347740	9858	America/Merida
Zolotepec, Mexico	19.417680	-99.491940	9857	America/Mexico_City
Brambleton, VA	38.982050	-77.538600	9845	America/New_York
Clinton, TN	36.103410	-84.131860	9841	America/New_York
East Stroudsburg, PA	40.999540	-75.181290	9840	America/New_York
Chahuite, Oaxaca	16.300000	-94.183330	9837	America/Mexico_City
Shelton, WA	47.215090	-123.100710	9834	America/Los_Angeles
Tetlanohcan, Tlaxcala	19.260300	-98.164330	9832	America/Mexico_City
Russellville, AL	34.507870	-87.728640	9830	America/Chicago
Baker City, OR	44.774870	-117.834380	9828	America/Los_Angeles
Ojuelos de Jalisco, Jalisco	21.865290	-101.592790	9827	America/Mexico_City
Le Mars, IA	42.794160	-96.165580	9826	America/Chicago
High River, AB	50.583410	-113.868670	9826	America/Edmonton
Tzucacab, Yucatan	20.072250	-89.050430	9819	America/Merida
East Rockaway, NY	40.642050	-73.669570	9818	America/New_York
Fort Valley, GA	32.553760	-83.887410	9815	America/New_York
Nelson, BC	49.499850	-117.285530	9813	America/Vancouver
Waterloo, IL	38.335890	-90.149830	9811	America/Chicago
Cedar Hills, UT	40.414120	-111.758540	9796	America/Denver
Inwood, NY	40.622050	-73.746800	9792	America/New_York
Amatitan, Jalisco	20.834400	-103.730150	9791	America/Mexico_City
Walnut Grove, WA	45.667890	-122.598990	9790	America/Los_Angeles
Wyndham, VA	37.698480	-77.612490	9785	America/New_York
Sonoyta, Sonora	31.861650	-112.851300	9783	America/Hermosillo
Gonzales, LA	30.238530	-90.920100	9781	America/Chicago
Tecolutilla, Tabasco	18.283620	-93.333170	9779	America/Mexico_City
Lake Arbor, MD	38.907890	-76.829690	9776	America/New_York
Little Canada, MN	45.026910	-93.087720	9773	America/Chicago
Lock Haven, PA	41.137010	-77.446930	9772	America/New_York
Merrydale, LA	30.501300	-91.108440	9772	America/Chicago
Minnehaha, WA	45.659010	-122.648710	9771	America/Los_Angeles
Oriental, Puebla	19.375390	-97.620040	9770	America/Mexico_City
Reserve, LA	30.053810	-90.551750	9766	America/Chicago
Progress, PA	40.285090	-76.831360	9765	America/New_York
Roma-Los Saenz, TX	26.405060	-99.015860	9765	America/Chicago
Union Park, FL	28.568060	-81.286180	9765	America/New_York
Woods Cross, UT	40.871610	-111.892160	9761	America/Denver
Sanford, ME	43.439250	-70.774220	9761	America/New_York
East La Mirada, CA	33.924460	-117.988950	9757	America/Los_Angeles
Woodbury, CT	41.544540	-73.209000	9755	America/New_York
Cocoyoc, Morelos	18.866670	-98.983330	9752	America/Mexico_City
Cedartown, GA	34.053710	-85.254950	9750	America/New_York
Panthersville, GA	33.707330	-84.271870	9749	America/New_York
Washington, NC	35.546550	-77.052170	9744	America/New_York
Carleton Place, ON	45.133410	-76.149380	9743	America/Toronto
Gulf Shores, AL	30.246040	-87.700820	9741	America/Chicago
Vinings, GA	33.864830	-84.464370	9734	America/New_York
Bristol, PA	40.100670	-74.851830	9726	America/New_York
Hackettstown, NJ	40.853990	-74.829060	9724	America/New_York
Tlatlauquitepec, Puebla	19.847650	-97.497180	9720	America/Mexico_City
Otumba de Gomez Farias, Mexico	19.699890	-98.756860	9718	America/Mexico_City
New Hyde Park, NY	40.735100	-73.687910	9712	America/New_York
Soto la Marina, Tamaulipas	23.769870	-98.205160	9712	America/Monterrey
Warren, PA	41.843950	-79.145040	9710	America/New_York
Clay, AL	33.702600	-86.599710	9708	America/Chicago
Columbia, IL	38.443660	-90.201220	9707	America/Chicago
Trail, BC	49.099830	-117.702230	9707	America/Vancouver
North Bend, OR	43.406500	-124.224280	9695	America/Los_Angeles
Presque Isle, ME	46.681150	-68.015860	9692	America/New_York
Tipp City, OH	39.958390	-84.172160	9689	America/New_York
Cottage Grove, OR	43.797620	-123.059520	9686	America/Los_Angeles
Southborough, MA	42.305650	-71.524510	9686	America/New_York
Santiago Tilapa, Mexico	19.190750	-99.419130	9676	America/Mexico_City
Mountain House, CA	37.783260	-121.542730	9675	America/Los_Angeles
Merrill, WI	45.180520	-89.683460	9661	America/Chicago
Park Forest Village, PA	40.806730	-77.916950	9660	America/New_York
Brownfield, TX	33.181200	-102.274350	9657	America/Chicago
Hampton, NH	42.937590	-70.838940	9656	America/New_York
Winslow, AZ	35.024190	-110.697360	9655	America/Phoenix
Jeannette, PA	40.328120	-79.615320	9654	America/New_York
Selkirk, MB	50.143600	-96.884520	9653	America/Winnipeg
Puerto Madero, Chiapas	14.720760	-92.421460	9652	America/Mexico_City
Westview, FL	25.882040	-80.241990	9650	America/New_York
Jesus del Monte, Mexico	19.121740	-99.987660	9649	America/Mexico_City
Kalaoa, HI	19.728610	-155.981670	9644	Pacific/Honolulu
Soquel, CA	36.988010	-121.956630	9644	America/Los_Angeles
Brentwood, PA	40.370630	-79.974770	9643	America/New_York
Waldwick, NJ	41.010650	-74.117920	9625	America/New_York
San Pedro Tlaltizapan, Mexico	19.199570	-99.498720	9620	America/Mexico_City
Red Bank, SC	33.932090	-81.238430	9617	America/New_York
Glenwood Springs, CO	39.550540	-107.324780	9614	America/Denver
Lorraine, QC	45.683380	-73.782490	9613	America/Montreal
Warrenton, VA	38.713450	-77.795270	9611	America/New_York
Pajacuaran, Michoacan	20.119240	-102.565680	9611	America/Mexico_City
La Salle, IL	41.333370	-89.091750	9609	America/Chicago
Cairo, GA	30.877410	-84.201290	9607	America/New_York
Steinbach, MB	49.525790	-96.684510	9607	America/Winnipeg
Arnprior, ON	45.433410	-76.349390	9607	America/Toronto
Jaltenco, Mexico	19.752720	-99.093200	9603	America/Mexico_City
Rainbow City, AL	33.954820	-86.041920	9602	America/Chicago
Cocotitlan, Mexico	19.233360	-98.865960	9599	America/Mexico_City
Pine Ridge, FL	28.938310	-82.473430	9598	America/New_York
Bee Ridge, FL	27.283940	-82.480650	9598	America/New_York
China, Nuevo Leon	25.701310	-99.237990	9591	America/Monterrey
Gifford, FL	27.675310	-80.409220	9590	America/New_York
Vistahermosa de Negrete, Michoacan	20.272860	-102.475000	9581	America/Mexico_City
Jackson, WY	43.479930	-110.762430	9577	America/Denver
Rochelle, IL	41.923920	-89.068710	9574	America/Chicago
Villa Aldama, Veracruz-Llave	19.616670	-97.216670	9573	America/Mexico_City
Sandy, OR	45.397340	-122.261480	9570	America/Los_Angeles
Steger, IL	41.470030	-87.636430	9570	America/Chicago
Safford, AZ	32.833950	-109.707580	9566	America/Phoenix
Picture Rocks, AZ	32.345910	-111.246210	9563	America/Phoenix
Lachute, QC	45.650080	-74.332530	9562	America/Montreal
Milford, DE	38.912610	-75.427970	9559	America/New_York
Lake Barcroft, VA	38.847890	-77.155810	9558	America/New_York
Rockingham, NC	34.939320	-79.773950	9558	America/New_York
Alpine, UT	40.453280	-111.777990	9555	America/Denver
Maywood, NJ	40.902600	-74.061810	9555	America/New_York
Arden Hills, MN	45.050240	-93.156610	9552	America/Chicago
Brock Hall, MD	38.850110	-76.761080	9552	America/New_York
Boaz, AL	34.200650	-86.166370	9551	America/Chicago
Arteaga, Michoacan	18.358700	-102.290140	9550	America/Mexico_City
Bethel, CT	41.371210	-73.414010	9549	America/New_York
Chevy Chase, MD	38.971220	-77.076370	9545	America/New_York
Val-des-Monts, QC	45.650100	-75.666040	9539	America/Montreal
Monmouth, OR	44.848450	-123.233990	9534	America/Los_Angeles
Valley, AL	32.818740	-85.179390	9524	America/Chicago
Amityville, NY	40.678990	-73.417070	9523	America/New_York
Sparta, WI	43.944130	-90.812910	9522	America/Chicago
Bethalto, IL	38.909210	-90.040660	9521	America/Chicago
Cody, WY	44.526340	-109.056530	9520	America/Denver
Kaneohe Station, HI	21.445310	-157.751320	9517	Pacific/Honolulu
Chillicothe, MO	39.795290	-93.552440	9515	America/Chicago
Centerton, AR	36.359800	-94.285210	9515	America/Chicago
North Kensington, MD	39.030390	-77.072480	9514	America/New_York
White Marsh, MD	39.383720	-76.432180	9513	America/New_York
North Gates, NY	43.176450	-77.701390	9512	America/New_York
Ecorse, MI	42.244480	-83.145760	9512	America/Detroit
West Point, UT	41.118280	-112.084110	9511	America/Denver
Villa La Venta, Tabasco	18.098090	-94.046680	9511	America/Mexico_City
Fort George G Mead Junction, MD	39.125940	-76.789140	9505	America/New_York
Coatetelco, Morelos	18.730200	-99.327070	9503	America/Mexico_City
La Tuque, QC	47.433370	-72.782400	9503	America/Montreal
River Vale, NJ	40.995380	-74.012080	9497	America/New_York
Smithfield, UT	41.838260	-111.832720	9495	America/Denver
White Horse, NJ	40.190670	-74.702380	9494	America/New_York
Howell, MI	42.607260	-83.929400	9489	America/Detroit
Ma'ili, HI	21.416290	-158.175310	9488	Pacific/Honolulu
D'Iberville, MS	30.426310	-88.890860	9486	America/Chicago
Putla de Guerrero, Oaxaca	17.023760	-97.927040	9486	America/Mexico_City
Willoughby Hills, OH	41.598380	-81.418450	9485	America/New_York
Woodlyn, PA	39.872330	-75.337130	9485	America/New_York
Villas, NJ	39.028720	-74.938510	9483	America/New_York
Independence, KS	37.224240	-95.708310	9483	America/Chicago
Brewer, ME	44.796740	-68.761420	9482	America/New_York
Grosse Pointe Farms, MI	42.409200	-82.891860	9479	America/Detroit
Astoria, OR	46.187880	-123.831250	9477	America/Los_Angeles
Prospect, CT	41.502320	-72.978720	9476	America/New_York
Orono, ME	44.883120	-68.671980	9474	America/New_York
Nacajuca, Tabasco	18.169010	-93.018810	9471	America/Mexico_City
Monticello, AR	33.629000	-91.790960	9467	America/Chicago
Craig, CO	40.515250	-107.546450	9464	America/Denver
Flossmoor, IL	41.542810	-87.684770	9464	America/Chicago
Fairfield, IA	41.008630	-91.962670	9464	America/Chicago
West Perrine, FL	25.605940	-80.362830	9460	America/New_York
Weddington, NC	35.022370	-80.760900	9459	America/New_York
El Naranjo, San Luis Potosi	21.466670	-98.600000	9458	America/Mexico_City
Somers, WI	42.640300	-87.910360	9454	America/Chicago
Sumner, WA	47.203160	-122.240400	9451	America/Los_Angeles
Brigantine, NJ	39.410120	-74.364590	9450	America/New_York
Harvard, IL	42.422240	-88.613710	9447	America/Chicago
Southwick, MA	42.054820	-72.770370	9444	America/New_York
Monmouth, IL	40.911430	-90.647360	9444	America/Chicago
Aliquippa, PA	40.636730	-80.240060	9438	America/New_York
Zempoala, Veracruz-Llave	19.445150	-96.407500	9436	America/Mexico_City
Jefferson, GA	34.117050	-83.572390	9432	America/New_York
Potsdam, NY	44.669780	-74.981310	9428	America/New_York
Villa Cuauhtemoc, Veracruz-Llave	22.184390	-97.834720	9426	America/Mexico_City
Prosper, TX	33.236230	-96.801110	9423	America/Chicago
Lamesa, TX	32.737600	-101.950990	9422	America/Chicago
South Huntington, NY	40.823710	-73.398730	9422	America/New_York
Aguililla, Michoacan	18.738430	-102.790320	9422	America/Mexico_City
Elon, NC	36.102910	-79.506690	9419	America/New_York
Anaconda, MT	46.128540	-112.942260	9417	America/Denver
Hermantown, MN	46.806890	-92.238250	9414	America/Chicago
Waseca, MN	44.077740	-93.507440	9410	America/Chicago
Hamburg, NY	42.715890	-78.829480	9409	America/New_York
Yorktown, IN	40.173650	-85.494140	9405	America/Indiana/Indianapolis
Decatur, IN	40.830600	-84.929130	9405	America/Indiana/Indianapolis
Minneola, FL	28.574440	-81.746190	9403	America/New_York
Gloucester Point, VA	37.254030	-76.496890	9402	America/New_York
San Marcos Tlacoyalco, Puebla	18.673120	-97.603240	9399	America/Mexico_City
North College Hill, OH	39.218390	-84.550780	9397	America/New_York
Rensselaer, NY	42.642580	-73.742900	9392	America/New_York
Lisbon, ME	44.031460	-70.104500	9392	America/New_York
Cuajinicuilapa, Guerrero	16.473220	-98.412520	9390	America/Mexico_City
Edgewood, WA	47.250100	-122.293730	9387	America/Los_Angeles
Ingleside, TX	27.877800	-97.211660	9387	America/Chicago
Alma, MI	43.378920	-84.659730	9383	America/Detroit
Country Club, CA	37.968810	-121.340780	9379	America/Los_Angeles
